uid expr treatment rep update lineage
final_comps_comp50_79 final_comps comp50 79 5200 0.615385
final_comps_comp50_79 final_comps comp50 79 5300 0.6192
final_comps_comp50_79 final_comps comp50 79 5400 0.607884
final_comps_comp50_79 final_comps comp50 79 5500 0.613202
final_comps_comp50_79 final_comps comp50 79 5600 0.606639
final_comps_comp50_79 final_comps comp50 79 5700 0.604549
final_comps_comp50_79 final_comps comp50 79 5800 0.621424
final_comps_comp50_79 final_comps comp50 79 5900 0.631065
final_comps_comp50_79 final_comps comp50 79 6000 0.634762
final_comps_comp50_79 final_comps comp50 79 6100 0.620889
final_comps_comp50_79 final_comps comp50 79 6200 0.643622
final_comps_comp50_79 final_comps comp50 79 6300 0.650321
final_comps_comp50_79 final_comps comp50 79 6400 0.651749
final_comps_comp50_79 final_comps comp50 79 6500 0.647249
final_comps_comp50_79 final_comps comp50 79 6600 0.645323
final_comps_comp50_79 final_comps comp50 79 6700 0.635115
final_comps_comp50_79 final_comps comp50 79 6800 0.640502
final_comps_comp50_79 final_comps comp50 79 6900 0.634559
final_comps_comp50_79 final_comps comp50 79 7000 0.629122
final_comps_comp50_79 final_comps comp50 79 7100 0.626706
final_comps_comp50_79 final_comps comp50 79 7200 0.645741
final_comps_comp50_79 final_comps comp50 79 7300 0.64464
final_comps_comp50_79 final_comps comp50 79 7400 0.644835
final_comps_comp50_79 final_comps comp50 79 7500 0.6473
final_comps_comp50_79 final_comps comp50 79 7600 0.664129
final_comps_comp50_79 final_comps comp50 79 7700 0.66541
final_comps_comp50_79 final_comps comp50 79 7800 0.658937
final_comps_comp50_79 final_comps comp50 79 7900 0.667155
final_comps_comp50_79 final_comps comp50 79 8000 0.673641
final_comps_comp50_79 final_comps comp50 79 8100 0.67224
final_comps_comp50_79 final_comps comp50 79 8200 0.679577
final_comps_comp50_79 final_comps comp50 79 8300 0.668899
final_comps_comp50_79 final_comps comp50 79 8400 0.666085
final_comps_comp50_79 final_comps comp50 79 8500 0.676084
final_comps_comp50_79 final_comps comp50 79 8600 0.668816
final_comps_comp50_79 final_comps comp50 79 8700 0.679775
final_comps_comp50_79 final_comps comp50 79 8800 0.687702
final_comps_comp50_79 final_comps comp50 79 8900 0.685016
final_comps_comp50_79 final_comps comp50 79 9000 0.694566
final_comps_comp50_79 final_comps comp50 79 9100 0.713865
final_comps_comp50_79 final_comps comp50 79 9200 0.721239
final_comps_comp50_79 final_comps comp50 79 9300 0.743967
final_comps_comp50_79 final_comps comp50 79 9400 0.741459
final_comps_comp50_79 final_comps comp50 79 9500 0.736504
final_comps_comp50_79 final_comps comp50 79 9600 0.733984
final_comps_comp50_79 final_comps comp50 79 9700 0.738475
final_comps_comp50_79 final_comps comp50 79 9800 0.731189
final_comps_comp50_79 final_comps comp50 79 9900 0.728809
final_comps_comp50_79 final_comps comp50 79 10000 0.719416
final_comps_comp50_79 final_comps comp50 79 10100 0.716248
final_comps_comp50_79 final_comps comp50 79 10200 0.727166
final_comps_comp50_79 final_comps comp50 79 10300 0.738991
final_comps_comp50_79 final_comps comp50 79 10400 0.753119
final_comps_comp50_79 final_comps comp50 79 10500 0.755369
final_comps_comp50_79 final_comps comp50 79 10600 0.743477
final_comps_comp50_79 final_comps comp50 79 10700 0.751748
final_comps_comp50_79 final_comps comp50 79 10800 0.740697
final_comps_comp50_79 final_comps comp50 79 10900 0.748608
final_comps_comp50_79 final_comps comp50 79 11000 0.759543
final_comps_comp50_79 final_comps comp50 79 11100 0.755556
final_comps_comp50_79 final_comps comp50 79 11200 0.764637
final_comps_comp50_79 final_comps comp50 79 11300 0.786152
final_comps_comp50_79 final_comps comp50 79 11400 0.792651
final_comps_comp50_79 final_comps comp50 79 11500 0.791605
final_comps_comp50_79 final_comps comp50 79 11600 0.798834
final_comps_comp50_79 final_comps comp50 79 11700 0.797152
final_comps_comp50_79 final_comps comp50 79 11800 0.807949
final_comps_comp50_79 final_comps comp50 79 11900 0.783823
final_comps_comp50_79 final_comps comp50 79 12000 0.790035
final_comps_comp50_79 final_comps comp50 79 12100 0.788176
final_comps_comp50_79 final_comps comp50 79 12200 0.78676
final_comps_comp50_79 final_comps comp50 79 12300 0.780936
final_comps_comp50_79 final_comps comp50 79 12400 0.769366
final_comps_comp50_79 final_comps comp50 79 12500 0.782792
final_comps_comp50_79 final_comps comp50 79 12600 0.786104
final_comps_comp50_79 final_comps comp50 79 12700 0.771603
final_comps_comp50_79 final_comps comp50 79 12800 0.778166
final_comps_comp50_79 final_comps comp50 79 12900 0.779686
final_comps_comp50_79 final_comps comp50 79 13000 0.794161
final_comps_comp50_79 final_comps comp50 79 13100 0.78361
final_comps_comp50_79 final_comps comp50 79 13200 0.793145
final_comps_comp50_79 final_comps comp50 79 13300 0.781223
final_comps_comp50_79 final_comps comp50 79 13400 0.790533
final_comps_comp50_79 final_comps comp50 79 13500 0.805092
final_comps_comp50_79 final_comps comp50 79 13600 0.788319
final_comps_comp50_79 final_comps comp50 79 13700 0.801388
final_comps_comp50_79 final_comps comp50 79 13800 0.79448
final_comps_comp50_79 final_comps comp50 79 13900 0.791299
final_comps_comp50_79 final_comps comp50 79 14000 0.777649
final_comps_comp50_79 final_comps comp50 79 14100 0.780169
final_comps_comp50_79 final_comps comp50 79 14200 0.798192
final_comps_comp50_79 final_comps comp50 79 14300 0.790853
final_comps_comp50_79 final_comps comp50 79 14400 0.779066
final_comps_comp50_79 final_comps comp50 79 14500 0.79756
final_comps_comp50_79 final_comps comp50 79 14600 0.803685
final_comps_comp50_79 final_comps comp50 79 14700 0.793472
final_comps_comp50_79 final_comps comp50 79 14800 0.798068
final_comps_comp50_79 final_comps comp50 79 14900 0.805168
final_comps_comp50_79 final_comps comp50 79 15000 0.810193
final_comps_comp50_79 final_comps comp50 79 15100 0.807837
final_comps_comp50_79 final_comps comp50 79 15200 0.807535
final_comps_comp50_79 final_comps comp50 79 15300 0.811254
final_comps_comp50_79 final_comps comp50 79 15400 0.822405
final_comps_comp50_79 final_comps comp50 79 15500 0.838558
final_comps_comp50_79 final_comps comp50 79 15600 0.85656
final_comps_comp50_79 final_comps comp50 79 15700 0.867111
final_comps_comp50_79 final_comps comp50 79 15800 0.881768
final_comps_comp50_79 final_comps comp50 79 15900 0.892205
final_comps_comp50_79 final_comps comp50 79 16000 0.901173
final_comps_comp50_79 final_comps comp50 79 16100 0.913671
final_comps_comp50_79 final_comps comp50 79 16200 0.917792
final_comps_comp50_79 final_comps comp50 79 16300 0.926531
final_comps_comp50_79 final_comps comp50 79 16400 0.942088
final_comps_comp50_79 final_comps comp50 79 16500 0.950725
final_comps_comp50_79 final_comps comp50 79 16600 0.965365
final_comps_comp50_79 final_comps comp50 79 16700 0.975015
final_comps_comp50_79 final_comps comp50 79 16800 0.982122
final_comps_comp50_79 final_comps comp50 79 16900 0.992544
final_comps_comp50_79 final_comps comp50 79 17000 0.995365
final_comps_comp50_79 final_comps comp50 79 17100 0.994781
final_comps_comp50_79 final_comps comp50 79 17200 0.994778
final_comps_comp50_79 final_comps comp50 79 17300 0.998229
final_comps_comp50_79 final_comps comp50 79 17400 1
final_comps_comp50_79 final_comps comp50 79 17500 1
final_comps_comp50_79 final_comps comp50 79 17600 1
final_comps_comp50_79 final_comps comp50 79 17700 1
final_comps_comp50_79 final_comps comp50 79 17800 1
final_comps_comp50_79 final_comps comp50 79 17900 1
final_comps_comp50_79 final_comps comp50 79 18000 1
final_comps_comp50_79 final_comps comp50 79 18100 1
final_comps_comp50_79 final_comps comp50 79 18200 1
final_comps_comp50_79 final_comps comp50 79 18300 1
final_comps_comp50_79 final_comps comp50 79 18400 1
final_comps_comp50_79 final_comps comp50 79 18500 1
final_comps_comp50_79 final_comps comp50 79 18600 1
final_comps_comp50_79 final_comps comp50 79 18700 1
final_comps_comp50_79 final_comps comp50 79 18800 1
final_comps_comp50_79 final_comps comp50 79 18900 1
final_comps_comp50_79 final_comps comp50 79 19000 1
final_comps_comp50_79 final_comps comp50 79 19100 1
final_comps_comp50_79 final_comps comp50 79 19200 1
final_comps_comp50_79 final_comps comp50 79 19300 1
final_comps_comp50_79 final_comps comp50 79 19400 1
final_comps_comp50_79 final_comps comp50 79 19500 1
final_comps_comp50_79 final_comps comp50 79 19600 1
final_comps_comp50_79 final_comps comp50 79 19700 1
final_comps_comp50_79 final_comps comp50 79 19800 1
final_comps_comp50_79 final_comps comp50 79 19900 1
final_comps_comp50_79 final_comps comp50 79 20000 1
final_comps_comp50_79 final_comps comp50 79 20100 1
final_comps_comp50_79 final_comps comp50 79 20200 1
final_comps_comp50_79 final_comps comp50 79 20300 1
final_comps_comp50_79 final_comps comp50 79 20400 1
final_comps_comp50_79 final_comps comp50 79 20500 1
final_comps_comp50_79 final_comps comp50 79 20600 1
final_comps_comp50_79 final_comps comp50 79 20700 1
final_comps_comp50_79 final_comps comp50 79 20800 1
final_comps_comp50_79 final_comps comp50 79 20900 1
final_comps_comp50_79 final_comps comp50 79 21000 1
final_comps_comp50_79 final_comps comp50 79 21100 1
final_comps_comp50_79 final_comps comp50 79 21200 1
final_comps_comp50_79 final_comps comp50 79 21300 1
final_comps_comp50_79 final_comps comp50 79 21400 1
final_comps_comp50_79 final_comps comp50 79 21500 1
final_comps_comp50_79 final_comps comp50 79 21600 1
final_comps_comp50_79 final_comps comp50 79 21700 1
final_comps_comp50_79 final_comps comp50 79 21800 1
final_comps_comp50_79 final_comps comp50 79 21900 1
final_comps_comp50_79 final_comps comp50 79 22000 1
final_comps_comp50_79 final_comps comp50 79 22100 1
final_comps_comp50_79 final_comps comp50 79 22200 1
final_comps_comp50_79 final_comps comp50 79 22300 1
final_comps_comp50_79 final_comps comp50 79 22400 1
final_comps_comp50_79 final_comps comp50 79 22500 1
final_comps_comp50_79 final_comps comp50 79 22600 1
final_comps_comp50_79 final_comps comp50 79 22700 1
final_comps_comp50_79 final_comps comp50 79 22800 1
final_comps_comp50_79 final_comps comp50 79 22900 1
final_comps_comp50_79 final_comps comp50 79 23000 1
final_comps_comp50_79 final_comps comp50 79 23100 1
final_comps_comp50_79 final_comps comp50 79 23200 1
final_comps_comp50_79 final_comps comp50 79 23300 1
final_comps_comp50_79 final_comps comp50 79 23400 1
final_comps_comp50_79 final_comps comp50 79 23500 1
final_comps_comp50_79 final_comps comp50 79 23600 1
final_comps_comp50_79 final_comps comp50 79 23700 1
final_comps_comp50_79 final_comps comp50 79 23800 1
final_comps_comp50_79 final_comps comp50 79 23900 1
final_comps_comp50_79 final_comps comp50 79 24000 1
final_comps_comp50_79 final_comps comp50 79 24100 1
final_comps_comp50_79 final_comps comp50 79 24200 1
final_comps_comp50_79 final_comps comp50 79 24300 1
final_comps_comp50_79 final_comps comp50 79 24400 1
final_comps_comp50_79 final_comps comp50 79 24500 1
final_comps_comp50_79 final_comps comp50 79 24600 1
final_comps_comp50_79 final_comps comp50 79 24700 1
final_comps_comp50_79 final_comps comp50 79 24800 1
final_comps_comp50_79 final_comps comp50 79 24900 1
final_comps_comp50_79 final_comps comp50 79 25000 1
final_comps_comp50_79 final_comps comp50 79 25100 1
final_comps_comp50_79 final_comps comp50 79 25200 1
final_comps_comp50_79 final_comps comp50 79 25300 1
final_comps_comp50_79 final_comps comp50 79 25400 1
final_comps_comp50_79 final_comps comp50 79 25500 1
final_comps_comp50_79 final_comps comp50 79 25600 1
final_comps_comp50_79 final_comps comp50 79 25700 1
final_comps_comp50_79 final_comps comp50 79 25800 1
final_comps_comp50_79 final_comps comp50 79 25900 1
final_comps_comp50_79 final_comps comp50 79 26000 1
final_comps_comp50_79 final_comps comp50 79 26100 1
final_comps_comp50_79 final_comps comp50 79 26200 1
final_comps_comp50_79 final_comps comp50 79 26300 1
final_comps_comp50_79 final_comps comp50 79 26400 1
final_comps_comp50_79 final_comps comp50 79 26500 1
final_comps_comp50_79 final_comps comp50 79 26600 1
final_comps_comp50_79 final_comps comp50 79 26700 1
final_comps_comp50_79 final_comps comp50 79 26800 1
final_comps_comp50_79 final_comps comp50 79 26900 1
final_comps_comp50_79 final_comps comp50 79 27000 1
final_comps_comp50_79 final_comps comp50 79 27100 1
final_comps_comp50_79 final_comps comp50 79 27200 1
final_comps_comp50_79 final_comps comp50 79 27300 1
final_comps_comp50_79 final_comps comp50 79 27400 1
final_comps_comp50_79 final_comps comp50 79 27500 1
final_comps_comp50_79 final_comps comp50 79 27600 1
final_comps_comp50_79 final_comps comp50 79 27700 1
final_comps_comp50_79 final_comps comp50 79 27800 1
final_comps_comp50_79 final_comps comp50 79 27900 1
final_comps_comp50_79 final_comps comp50 79 28000 1
final_comps_comp50_79 final_comps comp50 79 28100 1
final_comps_comp50_79 final_comps comp50 79 28200 1
final_comps_comp50_79 final_comps comp50 79 28300 1
final_comps_comp50_79 final_comps comp50 79 28400 1
final_comps_comp50_79 final_comps comp50 79 28500 1
final_comps_comp50_79 final_comps comp50 79 28600 1
final_comps_comp50_79 final_comps comp50 79 28700 1
final_comps_comp50_79 final_comps comp50 79 28800 1
final_comps_comp50_79 final_comps comp50 79 28900 1
final_comps_comp50_79 final_comps comp50 79 29000 1
final_comps_comp50_79 final_comps comp50 79 29100 1
final_comps_comp50_79 final_comps comp50 79 29200 1
final_comps_comp50_79 final_comps comp50 79 29300 1
final_comps_comp50_79 final_comps comp50 79 29400 1
final_comps_comp50_79 final_comps comp50 79 29500 1
final_comps_comp50_79 final_comps comp50 79 29600 1
final_comps_comp50_79 final_comps comp50 79 29700 1
final_comps_comp50_79 final_comps comp50 79 29800 1
final_comps_comp50_79 final_comps comp50 79 29900 1
final_comps_comp50_79 final_comps comp50 79 30000 1
final_comps_comp50_80 final_comps comp50 80 0 0.514744
final_comps_comp50_80 final_comps comp50 80 100 0.507368
final_comps_comp50_80 final_comps comp50 80 200 0.501437
final_comps_comp50_80 final_comps comp50 80 300 0.502579
final_comps_comp50_80 final_comps comp50 80 400 0.497106
final_comps_comp50_80 final_comps comp50 80 500 0.510387
final_comps_comp50_80 final_comps comp50 80 600 0.505734
final_comps_comp50_80 final_comps comp50 80 700 0.525214
final_comps_comp50_80 final_comps comp50 80 800 0.544783
final_comps_comp50_80 final_comps comp50 80 900 0.534081
final_comps_comp50_80 final_comps comp50 80 1000 0.527161
final_comps_comp50_80 final_comps comp50 80 1100 0.506108
final_comps_comp50_80 final_comps comp50 80 1200 0.511675
final_comps_comp50_80 final_comps comp50 80 1300 0.507018
final_comps_comp50_80 final_comps comp50 80 1400 0.487962
final_comps_comp50_80 final_comps comp50 80 1500 0.489143
final_comps_comp50_80 final_comps comp50 80 1600 0.491698
final_comps_comp50_80 final_comps comp50 80 1700 0.491103
final_comps_comp50_80 final_comps comp50 80 1800 0.472717
final_comps_comp50_80 final_comps comp50 80 1900 0.482472
final_comps_comp50_80 final_comps comp50 80 2000 0.507323
final_comps_comp50_80 final_comps comp50 80 2100 0.5363
final_comps_comp50_80 final_comps comp50 80 2200 0.538416
final_comps_comp50_80 final_comps comp50 80 2300 0.548102
final_comps_comp50_80 final_comps comp50 80 2400 0.565489
final_comps_comp50_80 final_comps comp50 80 2500 0.540389
final_comps_comp50_80 final_comps comp50 80 2600 0.565319
final_comps_comp50_80 final_comps comp50 80 2700 0.560365
final_comps_comp50_80 final_comps comp50 80 2800 0.552748
final_comps_comp50_80 final_comps comp50 80 2900 0.543875
final_comps_comp50_80 final_comps comp50 80 3000 0.545296
final_comps_comp50_80 final_comps comp50 80 3100 0.555067
final_comps_comp50_80 final_comps comp50 80 3200 0.563588
final_comps_comp50_80 final_comps comp50 80 3300 0.557396
final_comps_comp50_80 final_comps comp50 80 3400 0.551267
final_comps_comp50_80 final_comps comp50 80 3500 0.561725
final_comps_comp50_80 final_comps comp50 80 3600 0.54628
final_comps_comp50_80 final_comps comp50 80 3700 0.566196
final_comps_comp50_80 final_comps comp50 80 3800 0.542119
final_comps_comp50_80 final_comps comp50 80 3900 0.536649
final_comps_comp50_80 final_comps comp50 80 4000 0.519446
final_comps_comp50_80 final_comps comp50 80 4100 0.518766
final_comps_comp50_80 final_comps comp50 80 4200 0.53063
final_comps_comp50_80 final_comps comp50 80 4300 0.524196
final_comps_comp50_80 final_comps comp50 80 4400 0.520414
final_comps_comp50_80 final_comps comp50 80 4500 0.532927
final_comps_comp50_80 final_comps comp50 80 4600 0.557901
final_comps_comp50_80 final_comps comp50 80 4700 0.563133
final_comps_comp50_80 final_comps comp50 80 4800 0.567239
final_comps_comp50_80 final_comps comp50 80 4900 0.562795
final_comps_comp50_80 final_comps comp50 80 5000 0.554805
final_comps_comp50_80 final_comps comp50 80 5100 0.575007
final_comps_comp50_80 final_comps comp50 80 5200 0.582072
final_comps_comp50_80 final_comps comp50 80 5300 0.579508
final_comps_comp50_80 final_comps comp50 80 5400 0.591574
final_comps_comp50_80 final_comps comp50 80 5500 0.615453
final_comps_comp50_80 final_comps comp50 80 5600 0.647644
final_comps_comp50_80 final_comps comp50 80 5700 0.641375
final_comps_comp50_80 final_comps comp50 80 5800 0.637596
final_comps_comp50_80 final_comps comp50 80 5900 0.644392
final_comps_comp50_80 final_comps comp50 80 6000 0.675067
final_comps_comp50_80 final_comps comp50 80 6100 0.667342
final_comps_comp50_80 final_comps comp50 80 6200 0.678904
final_comps_comp50_80 final_comps comp50 80 6300 0.67623
final_comps_comp50_80 final_comps comp50 80 6400 0.682356
final_comps_comp50_80 final_comps comp50 80 6500 0.688582
final_comps_comp50_80 final_comps comp50 80 6600 0.69474
final_comps_comp50_80 final_comps comp50 80 6700 0.692899
final_comps_comp50_80 final_comps comp50 80 6800 0.714907
final_comps_comp50_80 final_comps comp50 80 6900 0.730521
final_comps_comp50_80 final_comps comp50 80 7000 0.725547
final_comps_comp50_80 final_comps comp50 80 7100 0.731998
final_comps_comp50_80 final_comps comp50 80 7200 0.734049
final_comps_comp50_80 final_comps comp50 80 7300 0.72703
final_comps_comp50_80 final_comps comp50 80 7400 0.7352
final_comps_comp50_80 final_comps comp50 80 7500 0.750891
final_comps_comp50_80 final_comps comp50 80 7600 0.746334
final_comps_comp50_80 final_comps comp50 80 7700 0.754345
final_comps_comp50_80 final_comps comp50 80 7800 0.757057
final_comps_comp50_80 final_comps comp50 80 7900 0.762638
final_comps_comp50_80 final_comps comp50 80 8000 0.763037
final_comps_comp50_80 final_comps comp50 80 8100 0.772674
final_comps_comp50_80 final_comps comp50 80 8200 0.770674
final_comps_comp50_80 final_comps comp50 80 8300 0.761806
final_comps_comp50_80 final_comps comp50 80 8400 0.767199
final_comps_comp50_80 final_comps comp50 80 8500 0.775641
final_comps_comp50_80 final_comps comp50 80 8600 0.769435
final_comps_comp50_80 final_comps comp50 80 8700 0.772488
final_comps_comp50_80 final_comps comp50 80 8800 0.775571
final_comps_comp50_80 final_comps comp50 80 8900 0.786178
final_comps_comp50_80 final_comps comp50 80 9000 0.762085
final_comps_comp50_80 final_comps comp50 80 9100 0.750508
final_comps_comp50_80 final_comps comp50 80 9200 0.759302
final_comps_comp50_80 final_comps comp50 80 9300 0.758903
final_comps_comp50_80 final_comps comp50 80 9400 0.770078
final_comps_comp50_80 final_comps comp50 80 9500 0.750949
final_comps_comp50_80 final_comps comp50 80 9600 0.775139
final_comps_comp50_80 final_comps comp50 80 9700 0.797759
final_comps_comp50_80 final_comps comp50 80 9800 0.805418
final_comps_comp50_80 final_comps comp50 80 9900 0.830375
final_comps_comp50_80 final_comps comp50 80 10000 0.833919
final_comps_comp50_80 final_comps comp50 80 10100 0.836207
final_comps_comp50_80 final_comps comp50 80 10200 0.845912
final_comps_comp50_80 final_comps comp50 80 10300 0.854937
final_comps_comp50_80 final_comps comp50 80 10400 0.861444
final_comps_comp50_80 final_comps comp50 80 10500 0.853408
final_comps_comp50_80 final_comps comp50 80 10600 0.868429
final_comps_comp50_80 final_comps comp50 80 10700 0.881165
final_comps_comp50_80 final_comps comp50 80 10800 0.886109
final_comps_comp50_80 final_comps comp50 80 10900 0.893373
final_comps_comp50_80 final_comps comp50 80 11000 0.869997
final_comps_comp50_80 final_comps comp50 80 11100 0.885985
final_comps_comp50_80 final_comps comp50 80 11200 0.891908
final_comps_comp50_80 final_comps comp50 80 11300 0.906141
final_comps_comp50_80 final_comps comp50 80 11400 0.902446
final_comps_comp50_80 final_comps comp50 80 11500 0.903967
final_comps_comp50_80 final_comps comp50 80 11600 0.92064
final_comps_comp50_80 final_comps comp50 80 11700 0.92032
final_comps_comp50_80 final_comps comp50 80 11800 0.922361
final_comps_comp50_80 final_comps comp50 80 11900 0.925872
final_comps_comp50_80 final_comps comp50 80 12000 0.930653
final_comps_comp50_80 final_comps comp50 80 12100 0.935807
final_comps_comp50_80 final_comps comp50 80 12200 0.943146
final_comps_comp50_80 final_comps comp50 80 12300 0.948402
final_comps_comp50_80 final_comps comp50 80 12400 0.954963
final_comps_comp50_80 final_comps comp50 80 12500 0.955891
final_comps_comp50_80 final_comps comp50 80 12600 0.961392
final_comps_comp50_80 final_comps comp50 80 12700 0.963652
final_comps_comp50_80 final_comps comp50 80 12800 0.961938
final_comps_comp50_80 final_comps comp50 80 12900 0.963233
final_comps_comp50_80 final_comps comp50 80 13000 0.961236
final_comps_comp50_80 final_comps comp50 80 13100 0.955228
final_comps_comp50_80 final_comps comp50 80 13200 0.95656
final_comps_comp50_80 final_comps comp50 80 13300 0.965777
final_comps_comp50_80 final_comps comp50 80 13400 0.961808
final_comps_comp50_80 final_comps comp50 80 13500 0.973615
final_comps_comp50_80 final_comps comp50 80 13600 0.975511
final_comps_comp50_80 final_comps comp50 80 13700 0.975464
final_comps_comp50_80 final_comps comp50 80 13800 0.975742
final_comps_comp50_80 final_comps comp50 80 13900 0.976348
final_comps_comp50_80 final_comps comp50 80 14000 0.987472
final_comps_comp50_80 final_comps comp50 80 14100 0.992221
final_comps_comp50_80 final_comps comp50 80 14200 0.999143
final_comps_comp50_80 final_comps comp50 80 14300 1
final_comps_comp50_80 final_comps comp50 80 14400 1
final_comps_comp50_80 final_comps comp50 80 14500 1
final_comps_comp50_80 final_comps comp50 80 14600 1
final_comps_comp50_80 final_comps comp50 80 14700 1
final_comps_comp50_80 final_comps comp50 80 14800 1
final_comps_comp50_80 final_comps comp50 80 14900 1
final_comps_comp50_80 final_comps comp50 80 15000 1
final_comps_comp50_80 final_comps comp50 80 15100 1
final_comps_comp50_80 final_comps comp50 80 15200 1
final_comps_comp50_80 final_comps comp50 80 15300 1
final_comps_comp50_80 final_comps comp50 80 15400 1
final_comps_comp50_80 final_comps comp50 80 15500 1
final_comps_comp50_80 final_comps comp50 80 15600 1
final_comps_comp50_80 final_comps comp50 80 15700 1
final_comps_comp50_80 final_comps comp50 80 15800 1
final_comps_comp50_80 final_comps comp50 80 15900 1
final_comps_comp50_80 final_comps comp50 80 16000 1
final_comps_comp50_80 final_comps comp50 80 16100 1
final_comps_comp50_80 final_comps comp50 80 16200 1
final_comps_comp50_80 final_comps comp50 80 16300 1
final_comps_comp50_80 final_comps comp50 80 16400 1
final_comps_comp50_80 final_comps comp50 80 16500 1
final_comps_comp50_80 final_comps comp50 80 16600 1
final_comps_comp50_80 final_comps comp50 80 16700 1
final_comps_comp50_80 final_comps comp50 80 16800 1
final_comps_comp50_80 final_comps comp50 80 16900 1
final_comps_comp50_80 final_comps comp50 80 17000 1
final_comps_comp50_80 final_comps comp50 80 17100 1
final_comps_comp50_80 final_comps comp50 80 17200 1
final_comps_comp50_80 final_comps comp50 80 17300 1
final_comps_comp50_80 final_comps comp50 80 17400 1
final_comps_comp50_80 final_comps comp50 80 17500 1
final_comps_comp50_80 final_comps comp50 80 17600 1
final_comps_comp50_80 final_comps comp50 80 17700 1
final_comps_comp50_80 final_comps comp50 80 17800 1
final_comps_comp50_80 final_comps comp50 80 17900 1
final_comps_comp50_80 final_comps comp50 80 18000 1
final_comps_comp50_80 final_comps comp50 80 18100 1
final_comps_comp50_80 final_comps comp50 80 18200 1
final_comps_comp50_80 final_comps comp50 80 18300 1
final_comps_comp50_80 final_comps comp50 80 18400 1
final_comps_comp50_80 final_comps comp50 80 18500 1
final_comps_comp50_80 final_comps comp50 80 18600 1
final_comps_comp50_80 final_comps comp50 80 18700 1
final_comps_comp50_80 final_comps comp50 80 18800 1
final_comps_comp50_80 final_comps comp50 80 18900 1
final_comps_comp50_80 final_comps comp50 80 19000 1
final_comps_comp50_80 final_comps comp50 80 19100 1
final_comps_comp50_80 final_comps comp50 80 19200 1
final_comps_comp50_80 final_comps comp50 80 19300 1
final_comps_comp50_80 final_comps comp50 80 19400 1
final_comps_comp50_80 final_comps comp50 80 19500 1
final_comps_comp50_80 final_comps comp50 80 19600 1
final_comps_comp50_80 final_comps comp50 80 19700 1
final_comps_comp50_80 final_comps comp50 80 19800 1
final_comps_comp50_80 final_comps comp50 80 19900 1
final_comps_comp50_80 final_comps comp50 80 20000 1
final_comps_comp50_80 final_comps comp50 80 20100 1
final_comps_comp50_80 final_comps comp50 80 20200 1
final_comps_comp50_80 final_comps comp50 80 20300 1
final_comps_comp50_80 final_comps comp50 80 20400 1
final_comps_comp50_80 final_comps comp50 80 20500 1
final_comps_comp50_80 final_comps comp50 80 20600 1
final_comps_comp50_80 final_comps comp50 80 20700 1
final_comps_comp50_80 final_comps comp50 80 20800 1
final_comps_comp50_80 final_comps comp50 80 20900 1
final_comps_comp50_80 final_comps comp50 80 21000 1
final_comps_comp50_80 final_comps comp50 80 21100 1
final_comps_comp50_80 final_comps comp50 80 21200 1
final_comps_comp50_80 final_comps comp50 80 21300 1
final_comps_comp50_80 final_comps comp50 80 21400 1
final_comps_comp50_80 final_comps comp50 80 21500 1
final_comps_comp50_80 final_comps comp50 80 21600 1
final_comps_comp50_80 final_comps comp50 80 21700 1
final_comps_comp50_80 final_comps comp50 80 21800 1
final_comps_comp50_80 final_comps comp50 80 21900 1
final_comps_comp50_80 final_comps comp50 80 22000 1
final_comps_comp50_80 final_comps comp50 80 22100 1
final_comps_comp50_80 final_comps comp50 80 22200 1
final_comps_comp50_80 final_comps comp50 80 22300 1
final_comps_comp50_80 final_comps comp50 80 22400 1
final_comps_comp50_80 final_comps comp50 80 22500 1
final_comps_comp50_80 final_comps comp50 80 22600 1
final_comps_comp50_80 final_comps comp50 80 22700 1
final_comps_comp50_80 final_comps comp50 80 22800 1
final_comps_comp50_80 final_comps comp50 80 22900 1
final_comps_comp50_80 final_comps comp50 80 23000 1
final_comps_comp50_80 final_comps comp50 80 23100 1
final_comps_comp50_80 final_comps comp50 80 23200 1
final_comps_comp50_80 final_comps comp50 80 23300 1
final_comps_comp50_80 final_comps comp50 80 23400 1
final_comps_comp50_80 final_comps comp50 80 23500 1
final_comps_comp50_80 final_comps comp50 80 23600 1
final_comps_comp50_80 final_comps comp50 80 23700 1
final_comps_comp50_80 final_comps comp50 80 23800 1
final_comps_comp50_80 final_comps comp50 80 23900 1
final_comps_comp50_80 final_comps comp50 80 24000 1
final_comps_comp50_80 final_comps comp50 80 24100 1
final_comps_comp50_80 final_comps comp50 80 24200 1
final_comps_comp50_80 final_comps comp50 80 24300 1
final_comps_comp50_80 final_comps comp50 80 24400 1
final_comps_comp50_80 final_comps comp50 80 24500 1
final_comps_comp50_80 final_comps comp50 80 24600 1
final_comps_comp50_80 final_comps comp50 80 24700 1
final_comps_comp50_80 final_comps comp50 80 24800 1
final_comps_comp50_80 final_comps comp50 80 24900 1
final_comps_comp50_80 final_comps comp50 80 25000 1
final_comps_comp50_80 final_comps comp50 80 25100 1
final_comps_comp50_80 final_comps comp50 80 25200 1
final_comps_comp50_80 final_comps comp50 80 25300 1
final_comps_comp50_80 final_comps comp50 80 25400 1
final_comps_comp50_80 final_comps comp50 80 25500 1
final_comps_comp50_80 final_comps comp50 80 25600 1
final_comps_comp50_80 final_comps comp50 80 25700 1
