uid expr treatment rep update popsize
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22400 3518
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22500 3442
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22600 3477
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22700 3478
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22800 3399
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 22900 3467
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23000 3435
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23100 3384
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23200 3363
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23300 3417
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23400 3396
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23500 3455
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23600 3458
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23700 3364
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23800 3440
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 23900 3414
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24000 3441
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24100 3402
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24200 3452
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24300 3451
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24400 3430
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24500 3455
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24600 3445
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24700 3416
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24800 3491
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 24900 3448
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25000 3408
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25100 3422
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25200 3445
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25300 3478
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25400 3446
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25500 3479
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25600 3458
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25700 3494
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25800 3430
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 25900 3479
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26000 3408
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26100 3428
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26200 3457
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26300 3369
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26400 3456
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26500 3451
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26600 3411
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26700 3464
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26800 3391
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 26900 3439
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27000 3412
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27100 3481
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27200 3438
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27300 3421
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27400 3419
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27500 3442
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27600 3409
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27700 3444
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27800 3368
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 27900 3387
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28000 3446
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28100 3413
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28200 3426
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28300 3437
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28400 3378
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28500 3471
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28600 3395
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28700 3402
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28800 3417
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 28900 3446
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29000 3453
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29100 3416
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29200 3478
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29300 3408
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29400 3476
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29500 3337
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 29600 3390
