uid expr treatment rep update threshold
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12300 93.6794
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12400 94.0131
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12500 92.9277
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12600 94.4805
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12700 93.8768
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12800 92.857
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 12900 91.482
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13000 90.0666
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13100 92.6444
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13200 92.3759
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13300 92.9855
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13400 94.7392
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13500 92.1035
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13600 94.21
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13700 94.0234
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13800 92.9093
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 13900 93.1334
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14000 94.0167
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14100 93.61
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14200 92.7108
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14300 93.9073
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14400 92.5753
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14500 94.3842
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14600 94.0389
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14700 94.2598
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14800 89.698
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 14900 91.9168
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15000 90.0516
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15100 91.9644
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15200 93.2424
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15300 93.8698
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15400 94.2552
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15500 93.24
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15600 94.251
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15700 93.2351
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15800 93.6609
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 15900 94.3274
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16000 94.8399
reg_test_evolve_wreg_51 reg_test evolve_wreg 51 16100 94.6821
