uid expr treatment rep update popsize
reg_test_noqs_reg_52 reg_test noqs_reg 52 1900 3012
reg_test_noqs_reg_52 reg_test noqs_reg 52 2000 3026
reg_test_noqs_reg_52 reg_test noqs_reg 52 2100 3147
reg_test_noqs_reg_52 reg_test noqs_reg 52 2200 3044
reg_test_noqs_reg_52 reg_test noqs_reg 52 2300 3105
reg_test_noqs_reg_52 reg_test noqs_reg 52 2400 3078
reg_test_noqs_reg_52 reg_test noqs_reg 52 2500 3101
reg_test_noqs_reg_52 reg_test noqs_reg 52 2600 3011
reg_test_noqs_reg_52 reg_test noqs_reg 52 2700 3069
reg_test_noqs_reg_52 reg_test noqs_reg 52 2800 2996
reg_test_noqs_reg_52 reg_test noqs_reg 52 2900 3079
reg_test_noqs_reg_52 reg_test noqs_reg 52 3000 3100
reg_test_noqs_reg_52 reg_test noqs_reg 52 3100 3140
reg_test_noqs_reg_52 reg_test noqs_reg 52 3200 3091
reg_test_noqs_reg_52 reg_test noqs_reg 52 3300 3190
reg_test_noqs_reg_52 reg_test noqs_reg 52 3400 3181
reg_test_noqs_reg_52 reg_test noqs_reg 52 3500 3120
reg_test_noqs_reg_52 reg_test noqs_reg 52 3600 3174
reg_test_noqs_reg_52 reg_test noqs_reg 52 3700 3132
reg_test_noqs_reg_52 reg_test noqs_reg 52 3800 3231
reg_test_noqs_reg_52 reg_test noqs_reg 52 3900 3251
reg_test_noqs_reg_52 reg_test noqs_reg 52 4000 3246
reg_test_noqs_reg_52 reg_test noqs_reg 52 4100 3203
reg_test_noqs_reg_52 reg_test noqs_reg 52 4200 3202
reg_test_noqs_reg_52 reg_test noqs_reg 52 4300 3301
reg_test_noqs_reg_52 reg_test noqs_reg 52 4400 3181
reg_test_noqs_reg_52 reg_test noqs_reg 52 4500 3287
reg_test_noqs_reg_52 reg_test noqs_reg 52 4600 3328
reg_test_noqs_reg_52 reg_test noqs_reg 52 4700 3387
reg_test_noqs_reg_52 reg_test noqs_reg 52 4800 3383
reg_test_noqs_reg_52 reg_test noqs_reg 52 4900 3352
reg_test_noqs_reg_52 reg_test noqs_reg 52 5000 3319
reg_test_noqs_reg_52 reg_test noqs_reg 52 5100 3359
reg_test_noqs_reg_52 reg_test noqs_reg 52 5200 3303
reg_test_noqs_reg_52 reg_test noqs_reg 52 5300 3328
reg_test_noqs_reg_52 reg_test noqs_reg 52 5400 3358
reg_test_noqs_reg_52 reg_test noqs_reg 52 5500 3313
reg_test_noqs_reg_52 reg_test noqs_reg 52 5600 3372
reg_test_noqs_reg_52 reg_test noqs_reg 52 5700 3328
reg_test_noqs_reg_52 reg_test noqs_reg 52 5800 3340
reg_test_noqs_reg_52 reg_test noqs_reg 52 5900 3391
reg_test_noqs_reg_52 reg_test noqs_reg 52 6000 3307
reg_test_noqs_reg_52 reg_test noqs_reg 52 6100 3325
reg_test_noqs_reg_52 reg_test noqs_reg 52 6200 3324
reg_test_noqs_reg_52 reg_test noqs_reg 52 6300 3307
reg_test_noqs_reg_52 reg_test noqs_reg 52 6400 3366
reg_test_noqs_reg_52 reg_test noqs_reg 52 6500 3321
reg_test_noqs_reg_52 reg_test noqs_reg 52 6600 3345
reg_test_noqs_reg_52 reg_test noqs_reg 52 6700 3343
reg_test_noqs_reg_52 reg_test noqs_reg 52 6800 3344
reg_test_noqs_reg_52 reg_test noqs_reg 52 6900 3371
reg_test_noqs_reg_52 reg_test noqs_reg 52 7000 3378
reg_test_noqs_reg_52 reg_test noqs_reg 52 7100 3341
reg_test_noqs_reg_52 reg_test noqs_reg 52 7200 3302
reg_test_noqs_reg_52 reg_test noqs_reg 52 7300 3340
reg_test_noqs_reg_52 reg_test noqs_reg 52 7400 3385
reg_test_noqs_reg_52 reg_test noqs_reg 52 7500 3334
reg_test_noqs_reg_52 reg_test noqs_reg 52 7600 3345
reg_test_noqs_reg_52 reg_test noqs_reg 52 7700 3369
reg_test_noqs_reg_52 reg_test noqs_reg 52 7800 3323
reg_test_noqs_reg_52 reg_test noqs_reg 52 7900 3400
reg_test_noqs_reg_52 reg_test noqs_reg 52 8000 3367
reg_test_noqs_reg_52 reg_test noqs_reg 52 8100 3300
reg_test_noqs_reg_52 reg_test noqs_reg 52 8200 3363
reg_test_noqs_reg_52 reg_test noqs_reg 52 8300 3374
reg_test_noqs_reg_52 reg_test noqs_reg 52 8400 3380
reg_test_noqs_reg_52 reg_test noqs_reg 52 8500 3375
reg_test_noqs_reg_52 reg_test noqs_reg 52 8600 3379
reg_test_noqs_reg_52 reg_test noqs_reg 52 8700 3345
