uid expr treatment rep update smart-explode quorum-sense nop-y
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10000 9784 3125 67
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10100 9718 3133 82
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10200 9801 3185 90
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10300 9956 3251 99
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10400 9989 3396 86
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10500 10039 3438 62
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10600 10044 3412 52
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10700 9987 3557 55
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10800 10100 3390 58
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 10900 10374 3437 57
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11000 9970 3423 59
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11100 10167 3440 65
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11200 10170 3526 34
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11300 9997 3485 40
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11400 9890 3474 52
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11500 10185 3595 38
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11600 10009 3469 35
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11700 10083 3463 48
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11800 10090 3579 60
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 11900 9980 3454 260
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12000 9941 3514 84
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12100 10095 3484 68
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12200 9932 3436 63
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12300 9970 3445 78
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12400 9702 3357 68
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12500 10011 3491 54
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12600 9813 3777 65
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12700 9852 3404 35
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12800 9804 3342 53
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 12900 10002 3382 68
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13000 9839 3688 98
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13100 10093 3495 71
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13200 9718 3348 65
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13300 9949 3420 45
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13400 9946 3447 33
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13500 9934 3472 29
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13600 9746 3389 34
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13700 9768 3382 39
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13800 9664 3358 58
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 13900 9812 3431 66
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14000 9726 3491 84
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14100 9767 3421 60
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14200 9561 3375 65
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14300 9936 3536 67
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14400 9810 3476 73
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14500 9657 3348 81
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14600 9998 3527 80
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14700 9952 3511 86
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14800 9931 3554 65
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 14900 10118 3684 59
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15000 9824 3496 58
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15100 10215 3954 60
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15200 9880 4517 101
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15300 10158 3844 101
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15400 10206 3617 92
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15500 9887 3515 66
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15600 10033 3566 48
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15700 9818 3476 40
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15800 9806 3465 44
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 15900 9641 3395 52
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16000 9873 3410 250
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16100 9940 3450 40
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16200 10056 3522 31
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16300 9756 3712 74
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16400 10053 3546 79
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16500 9995 3574 137
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16600 10233 3651 89
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16700 10047 3582 86
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16800 9894 3598 64
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 16900 10077 3770 52
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17000 10005 3777 43
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17100 9855 3746 44
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17200 9671 3855 51
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17300 9759 3668 42
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17400 9901 3755 31
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17500 9803 3687 57
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17600 9972 3782 48
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17700 9830 3786 161
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17800 9825 3742 64
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 17900 9853 3913 90
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 18000 10152 3981 201
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 18100 10021 3941 49
reg_test_noisy_1_nopy_51 reg_test noisy_1_nopy 51 18200 9797 3841 56
