uid expr treatment rep update lineage_perc
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 800 0.529136
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 900 0.512843
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1000 0.511283
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1100 0.491635
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1200 0.486949
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1300 0.503942
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1400 0.471498
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1500 0.47528
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1600 0.477668
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1700 0.472653
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1800 0.482456
reg_test_noisy_1_compnoqs_52 reg_test noisy_1_compnoqs 52 1900 0.489102
